word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme
echilibru,ro,balance,残高,/ekʲ̩ilibru/,øyyybu
スクラップ,ja,scrap,スクラップ,/sɯkɯɾapːɯ/,uuɶbu
suolakurkku,fi,pickle,ピクルス,/ˈsuolɑˌkurkku/,uoɑubu
セラミック,ja,ceramic,セラミック,/seɾamikːɯ/,øɶybu
リーダーシップ,ja,leadership,リーダーシップ,/ɾiːdaːɕipːɯ/,yɶybu
アンダーシャツ,ja,Under shirt,アンダーシャツ,/aɴdaːɕatsɯ/,ɶmɶɶbu
恐怖分子,zh-cn,terrorist,テロリスト,/kʰʊŋ˨˩˦ pu˥˩ fən˥˩ tsɯ˧/,bʊmuəmbu
프로젝트,ko,project,事業,/pʰɯɾo̞d͡ʑe̞k̚tʰɯ/,buobøbbu
ファブリック,ja,fabric,ファブリック,/ɸabɯɾikːɯ/,ɶuybu
捣乱分子,zh-cn,Disappointment,失望,/tɑʊ˨˩˦ lwan˥˩ fən˥˩ tsɯ˧/,ɑʊbɶməmbu
apikultur,id,APICULTURE,Apiculture,/apikultur/,ɶyubu
风险投资,/fɤŋ˥˥ ɕjɛn˨˩˦ tʰoʊ˧˥ tsɯ˥˥/,Venture capital,ベンチャーキャピタル,ombœmboʊbu,zh-cn
agematsu,/ˈæɡəˈmætsu/,agematsu,Agematsu,æəæbu,en
mâm son bát sứ,/mɤ̆m˧˥ ʂɔŋ͡m˧˥ bak˦˥ ʂɯ˩˧/,Porcelain lipstick tray,磁器の口紅トレイ,omɔmmɶbu,vi
norimatsu,en,norimatsu,ノリマツ,/ˌnɔɹiˈmɑtsu/,ɔyɑbu
microtubule,/ˈmaɪˌkɹoʊˈtubjuɫ/,microtubule,微小管,ɶʏboʊubu,en
nasihatku,/nasihatku/,My advice,私のアドバイス,ɶyɶbu,id
Warenausfuhr,de,Goods export,商品の輸出,/ˈvɑːɾenaosfuɾ/,ɑøɶobu
