word,word_lang,word_en,word_ja,word_ipa,word_ipa_rhyme,match_ipa_rhyme
mengangkat,id,lift,リフト,/məŋaŋkat/,əɶmɶb,əɶ
menganggap,id,consider,検討,/məŋaŋgap/,əɶmɶb,əɶ
berlayar,id,sail,帆,/bərlajar/,əɶɶ,əɶ
berarti,id,means,意味,/bərarti/,əɶy,əɶ
mengambang,id,floating,フローティング,/məŋambaŋ/,əɶmɶm,əɶ
melarang,id,forbid,禁止,/məlaraŋ/,əɶɶm,əɶ
bermaksud,id,intention,目的,/bərmaʔsud/,əɶbub,əɶ
mengatur,id,arrange,整える,/məŋatur/,əɶu,əɶ
kemajuan,id,progress,進捗,/kəmadʒuan/,əɶbuɶm,əɶ
menarik,id,interesting,面白い,/mənariʔ/,əɶyb,əɶ
memahat,id,sculpt,彫刻,/məmahat/,əɶɶb,əɶ
pengawal,id,bodyguard,ボディーガード,/pəŋawal/,əɶɶb,əɶ
belakang,id,behind,後ろに,/bəlakaŋ/,əɶɶm,əɶ
semangat,id,spirit,精神,/səmaŋat/,əɶɶb,əɶ
mengaku,id,confess,告白する,/məŋaku/,əɶu,əɶ
mengajar,id,teach,教える,/məŋadʒar/,əɶbɶ,əɶ
gewaltet,de,violent,暴力的,/gəˈvaltət/,əɶbəb,əɶ
beraube,de,depreciation,減価償却,/bəˈɾaobə/,əɶoə,əɶ
lăsare,ro,sag,たるみ,/ləsare/,əɶø,əɶ
ressassa,fr,rejuvenated,若返り,/ʁəsasa/,əɶɶ,əɶ
aweida,en,aweida,aweida,/əˈwaɪdə/,əɶʏə,əɶ
tenaillai,fr,tied,縛られた,/tənajɛ/,əɶœ,əɶ
papaya,en,papaya,パパイヤ,/pəˈpaɪə/,əɶʏə,əɶ
murkowski,en,murkowski,Murkowski,/mɝˈkaʊski/,əɶʊby,əɶ
支差,zh-cn,Support,サポート,/ʈʂɚ˥˥ ʈʂʰaɪ˥˥/,əɶʏ,əɶ
施耐庵,zh-cn,Shi Naita,シナイタ,/ʂɚ˥˥ naɪ˥˩ an˥˥/,əɶʏɶm,əɶ
ressassaient,fr,were rehashing,再ハッシングしていました,/ʁəsasɛ/,əɶœ,əɶ
lăsase,ro,at six,6時,/ləsase/,əɶø,əɶ
resaliez,fr,make,作る,/ʁəsalje/,əɶbø,əɶ
arriving,en,arriving,到着,/ɝˈaɪvɪŋ/,əɶʏʏm,əɶ
menaças,fr,threatening,脅迫,/mənasa/,əɶɶ,əɶ
lăcată,ro,lock,ロック,/ləkatə/,əɶə,əɶ
